"","conference","link"
"296","HBCU_F","https://tf.tfrrs.org/teams/tf/DE_college_f_Delaware_State.html"
"297","HBCU_F","https://tf.tfrrs.org/teams/tf/MS_college_f_Jackson_State.html"
"298","HBCU_F","https://tf.tfrrs.org/teams/tf/MD_college_f_Morgan_State.html"
"299","HBCU_F","https://tf.tfrrs.org/teams/tf/NC_college_f_Johnson_C_Smith.html"
"300","HBCU_F","https://tf.tfrrs.org/teams/tf/NC_college_f_Livingstone.html"
"301","HBCU_F","https://tf.tfrrs.org/teams/tf/VA_college_f_Virginia_State.html"
"302","HBCU_F","https://tf.tfrrs.org/teams/tf/MS_college_f_Alcorn_State.html"
"303","HBCU_F","https://tf.tfrrs.org/teams/tf/NC_college_f_Shaw.html"
"304","HBCU_F","https://tf.tfrrs.org/teams/tf/GA_college_f_Clark_Atlanta.html"
"305","HBCU_F","https://tf.tfrrs.org/teams/tf/FL_college_f_Edward_Waters.html"
"306","HBCU_F","https://tf.tfrrs.org/teams/tf/SC_college_f_Benedict.html"
"307","HBCU_F","https://tf.tfrrs.org/teams/tf/SC_college_f_Allen.html"
"308","HBCU_F","https://tf.tfrrs.org/teams/tf/KY_college_f_Kentucky_State.html"
"309","HBCU_F","https://tf.tfrrs.org/teams/tf/WV_college_f_West_Virginia_St.html"
"310","HBCU_F","https://tf.tfrrs.org/teams/tf/SC_college_f_Claflin.html"
"311","HBCU_F","https://tf.tfrrs.org/teams/tf/DC_college_f_District_of_Columbia.html"
"312","HBCU_F","https://tf.tfrrs.org/teams/tf/MD_college_f_Bowie_State.html"
"313","HBCU_F","https://tf.tfrrs.org/teams/tf/TX_college_f_Wiley.html"
"314","HBCU_F","https://tf.tfrrs.org/teams/tf/SC_college_f_Voorhees.html"
"315","HBCU_F","https://tf.tfrrs.org/teams/tf/WV_college_f_Bluefield_St.html"
"316","HBCU_F","https://tf.tfrrs.org/teams/tf/OK_college_f_Langston.html"
"317","HBCU_F","https://tf.tfrrs.org/teams/tf/MO_college_f_Harris_Stowe_St.html"
"318","HBCU_M","https://tf.tfrrs.org/teams/tf/GA_college_m_Albany_State.html"
"319","HBCU_M","https://tf.tfrrs.org/teams/tf/VA_college_m_Norfolk_State.html"
"320","HBCU_M","https://tf.tfrrs.org/teams/tf/MD_college_m_Coppin_State.html"
"321","HBCU_M","https://tf.tfrrs.org/teams/tf/AL_college_m_Alabama_State.html"
"322","HBCU_M","https://tf.tfrrs.org/teams/tf/LA_college_m_Dillard.html"
"323","HBCU_M","https://tf.tfrrs.org/teams/tf/MD_college_m_Morgan_State.html"
"324","HBCU_M","https://tf.tfrrs.org/teams/tf/DE_college_m_Delaware_State.html"
"325","HBCU_M","https://tf.tfrrs.org/teams/tf/NC_college_m_St_Augustines.html"
"326","HBCU_M","https://tf.tfrrs.org/teams/tf/DC_college_m_Howard.html"
"327","HBCU_M","https://tf.tfrrs.org/teams/tf/FL_college_m_Florida_Memorial.html"
"328","HBCU_M","https://tf.tfrrs.org/teams/tf/AR_college_m_Arkansas_Pine_Bluff.html"
"329","HBCU_M","https://tf.tfrrs.org/teams/tf/SC_college_m_Voorhees.html"
"330","HBCU_M","https://tf.tfrrs.org/teams/tf/TX_college_m_Texas_Southern.html"
"331","HBCU_M","https://tf.tfrrs.org/teams/tf/GA_college_m_Fort_Valley_State.html"
"332","HBCU_M","https://tf.tfrrs.org/teams/tf/LA_college_m_Southern.html"
"333","HBCU_M","https://tf.tfrrs.org/teams/tf/MS_college_m_Jackson_State.html"
"334","HBCU_M","https://tf.tfrrs.org/teams/tf/LA_college_m_Grambling.html"
"335","HBCU_M","https://tf.tfrrs.org/teams/tf/SC_college_m_Claflin.html"
"336","HBCU_M","https://tf.tfrrs.org/teams/tf/OK_college_m_Langston.html"
"337","HBCU_M","https://tf.tfrrs.org/teams/tf/MO_college_m_Lincoln_MO.html"
"338","HBCU_M","https://tf.tfrrs.org/teams/tf/VA_college_m_Virginia_Union.html"
"339","HBCU_M","https://tf.tfrrs.org/teams/tf/SC_college_m_South_Carolina_State.html"
"340","HBCU_M","https://tf.tfrrs.org/teams/tf/NC_college_m_NC_Central.html"
"341","HBCU_M","https://tf.tfrrs.org/teams/tf/TX_college_m_Prairie_View.html"
"342","HBCU_M","https://tf.tfrrs.org/teams/tf/FL_college_m_Bethune_Cookman.html"
"343","HBCU_M","https://tf.tfrrs.org/teams/tf/SC_college_m_Benedict.html"
"344","HBCU_M","https://tf.tfrrs.org/teams/tf/MS_college_m_Alcorn_State.html"
"345","HBCU_M","https://tf.tfrrs.org/teams/tf/GA_college_m_Morehouse.html"
"346","HBCU_M","https://tf.tfrrs.org/teams/tf/TN_college_m_Tennessee_St.html"
"347","HBCU_M","https://tf.tfrrs.org/teams/tf/VA_college_m_Virginia_State.html"
"348","HBCU_M","https://tf.tfrrs.org/teams/tf/FL_college_m_Florida_AM.html"
"349","HBCU_M","https://tf.tfrrs.org/teams/tf/TX_college_m_Huston_Tillotson.html"
"350","HBCU_M","https://tf.tfrrs.org/teams/tf/MD_college_m_Maryland_Eastern_Shore.html"
"351","HBCU_M","https://tf.tfrrs.org/teams/tf/NC_college_m_Johnson_C_Smith.html"
"352","HBCU_M","https://tf.tfrrs.org/teams/tf/GA_college_m_Savannah_State.html"
"353","HBCU_M","https://tf.tfrrs.org/teams/tf/FL_college_m_Edward_Waters.html"
"354","HBCU_M","https://tf.tfrrs.org/teams/tf/NC_college_m_Livingstone.html"
"355","HBCU_M","https://tf.tfrrs.org/teams/tf/GA_college_m_Paine.html"
"356","HBCU_M","https://tf.tfrrs.org/teams/tf/OH_college_m_Central_State.html"
"357","HBCU_M","https://tf.tfrrs.org/teams/tf/LA_college_m_Xavier_Louisiana.html"
"358","HBCU_M","https://tf.tfrrs.org/teams/tf/AL_college_m_Talladega_College.html"
"359","HBCU_M","https://tf.tfrrs.org/teams/tf/TX_college_m_Wiley.html"
"360","HBCU_M","https://tf.tfrrs.org/teams/tf/AL_college_m_Tuskegee.html"
"361","HBCU_M","https://tf.tfrrs.org/teams/tf/AL_college_m_Alabama_AM.html"
"362","HBCU_M","https://tf.tfrrs.org/teams/tf/AL_college_m_Stillman.html"
"363","HBCU_M","https://tf.tfrrs.org/teams/tf/KY_college_m_Kentucky_State.html"
"364","HBCU_M","https://tf.tfrrs.org/teams/tf/SC_college_m_Allen.html"
"365","HBCU_M","https://tf.tfrrs.org/teams/tf/AL_college_m_Miles.html"
"366","HBCU_M","https://tf.tfrrs.org/teams/tf/WV_college_m_West_Virginia_St.html"
"367","HBCU_M","https://tf.tfrrs.org/teams/tf/MD_college_m_Bowie_State.html"
"368","HBCU_M","https://tf.tfrrs.org/teams/tf/TN_college_m_Lane.html"
"369","HBCU_M","https://tf.tfrrs.org/teams/tf/MO_college_m_Harris_Stowe_St.html"
"370","HBCU_M","https://tf.tfrrs.org/teams/tf/WV_college_m_Bluefield_St.html"
"371","Horizon_League_F","https://tf.tfrrs.org/teams/tf/IN_college_f_PFW.html"
"372","Horizon_League_F","https://tf.tfrrs.org/teams/tf/OH_college_f_Youngstown_St.html"
"373","Horizon_League_F","https://tf.tfrrs.org/teams/tf/WI_college_f_Milwaukee.html"
"374","Horizon_League_F","https://tf.tfrrs.org/teams/tf/KY_college_f_Northern_Kentucky.html"
"375","Horizon_League_F","https://tf.tfrrs.org/teams/tf/OH_college_f_Wright_State.html"
"376","Horizon_League_F","https://tf.tfrrs.org/teams/tf/MI_college_f_Oakland.html"
"377","Horizon_League_F","https://tf.tfrrs.org/teams/tf/PA_college_f_Robert_Morris_PA.html"
"378","Horizon_League_F","https://tf.tfrrs.org/teams/tf/IN_college_f_IUPUI.html"
"379","Horizon_League_F","https://tf.tfrrs.org/teams/tf/OH_college_f_Cleveland_St.html"
"380","Horizon_League_F","https://tf.tfrrs.org/teams/tf/MI_college_f_Detroit_Mercy.html"
"381","Horizon_League_M","https://tf.tfrrs.org/teams/tf/WI_college_m_Milwaukee.html"
"382","Horizon_League_M","https://tf.tfrrs.org/teams/tf/OH_college_m_Youngstown_St.html"
"383","Horizon_League_M","https://tf.tfrrs.org/teams/tf/IN_college_m_PFW.html"
"384","Horizon_League_M","https://tf.tfrrs.org/teams/tf/MI_college_m_Oakland.html"
"385","Horizon_League_M","https://tf.tfrrs.org/teams/tf/OH_college_m_Wright_State.html"
"386","Horizon_League_M","https://tf.tfrrs.org/teams/tf/MI_college_m_Detroit_Mercy.html"
"387","Horizon_League_M","https://tf.tfrrs.org/teams/tf/KY_college_m_Northern_Kentucky.html"
"388","Horizon_League_M","https://tf.tfrrs.org/teams/tf/IN_college_m_IUPUI.html"
"389","IC4A_ECAC_F","https://tf.tfrrs.org/teams/tf/PA_college_f_Penn.html"
"390","IC4A_ECAC_F","https://tf.tfrrs.org/teams/tf/VA_college_f_Va_Military_Institute.html"
"391","IC4A_ECAC_F","https://tf.tfrrs.org/teams/tf/VA_college_f_James_Madison.html"
"392","IC4A_ECAC_F","https://tf.tfrrs.org/teams/tf/PA_college_f_Bucknell.html"
"393","IC4A_ECAC_F","https://tf.tfrrs.org/teams/tf/MD_college_f_Navy.html"
"394","IC4A_ECAC_F","https://tf.tfrrs.org/teams/tf/PA_college_f_Mansfield.html"
"395","IC4A_ECAC_F","https://tf.tfrrs.org/teams/tf/MD_college_f_Loyola_MD.html"
"396","IC4A_ECAC_F","https://tf.tfrrs.org/teams/tf/NY_college_f_Army_West_Point.html"
"397","IC4A_ECAC_F","https://tf.tfrrs.org/teams/tf/CT_college_f_So_Conn_St.html"
"398","IC4A_ECAC_F","https://tf.tfrrs.org/teams/tf/NJ_college_f_Princeton.html"
"399","IC4A_ECAC_F","https://tf.tfrrs.org/teams/tf/CT_college_f_Yale.html"
"400","IC4A_ECAC_F","https://tf.tfrrs.org/teams/tf/MA_college_f_Harvard.html"
"401","IC4A_ECAC_F","https://tf.tfrrs.org/teams/tf/NY_college_f_Colgate.html"
"402","IC4A_ECAC_F","https://tf.tfrrs.org/teams/tf/NY_college_f_Cornell.html"
"403","IC4A_ECAC_F","https://tf.tfrrs.org/teams/tf/RI_college_f_Brown.html"
"404","IC4A_ECAC_F","https://tf.tfrrs.org/teams/tf/NH_college_f_Dartmouth.html"
"405","IC4A_ECAC_F","https://tf.tfrrs.org/teams/tf/MA_college_f_Boston_U.html"
"406","IC4A_ECAC_F","https://tf.tfrrs.org/teams/tf/PA_college_f_Lehigh.html"
"407","IC4A_ECAC_F","https://tf.tfrrs.org/teams/tf/MD_college_f_Johns_Hopkins.html"
"408","IC4A_ECAC_F","https://tf.tfrrs.org/teams/tf/PA_college_f_Lincoln_PA.html"
"409","IC4A_ECAC_F","https://tf.tfrrs.org/teams/tf/NY_college_f_Columbia.html"
"410","IC4A_ECAC_F","https://tf.tfrrs.org/teams/tf/DC_college_f_American.html"
"411","IC4A_ECAC_F","https://tf.tfrrs.org/teams/tf/PA_college_f_Temple.html"
"412","IC4A_ECAC_F","https://tf.tfrrs.org/teams/tf/CT_college_f_Quinnipiac.html"
"413","IC4A_ECAC_F","https://tf.tfrrs.org/teams/tf/NY_college_f_Canisius.html"
"414","IC4A_ECAC_F","https://tf.tfrrs.org/teams/tf/MA_college_f_Stonehill.html"
"415","IC4A_ECAC_F","https://tf.tfrrs.org/teams/tf/MA_college_f_Holy_Cross.html"
"416","IC4A_ECAC_F","https://tf.tfrrs.org/teams/tf/NJ_college_f_Rider.html"
"417","IC4A_ECAC_F","https://tf.tfrrs.org/teams/tf/NY_college_f_Adelphi.html"
"418","IC4A_ECAC_F","https://tf.tfrrs.org/teams/tf/PA_college_f_Lafayette.html"
"419","IC4A_ECAC_F","https://tf.tfrrs.org/teams/tf/CT_college_f_Central_Connecticut.html"
"420","IC4A_ECAC_F","https://tf.tfrrs.org/teams/tf/NY_college_f_Iona.html"
"421","IC4A_ECAC_F","https://tf.tfrrs.org/teams/tf/NY_college_f_Manhattan.html"
"422","IC4A_ECAC_F","https://tf.tfrrs.org/teams/tf/NY_college_f_Siena.html"
"423","IC4A_ECAC_F","https://tf.tfrrs.org/teams/tf/NY_college_f_Wagner.html"
"424","IC4A_ECAC_F","https://tf.tfrrs.org/teams/tf/NJ_college_f_St_Peters.html"
"425","IC4A_ECAC_F","https://tf.tfrrs.org/teams/tf/CT_college_f_Sacred_Heart.html"
"426","IC4A_ECAC_F","https://tf.tfrrs.org/teams/tf/NJ_college_f_TCNJ.html"
"427","IC4A_ECAC_F","https://tf.tfrrs.org/teams/tf/NY_college_f_Long%20Island%20University.html"
"428","IC4A_ECAC_F","https://tf.tfrrs.org/teams/tf/PA_college_f_Saint_Francis_PA.html"
"429","IC4A_ECAC_F","https://tf.tfrrs.org/teams/tf/MA_college_f_Merrimack.html"
"430","IC4A_ECAC_F","https://tf.tfrrs.org/teams/tf/NJ_college_f_Fairleigh_Dickinson_University.html"
"431","IC4A_ECAC_F","https://tf.tfrrs.org/teams/tf/MD_college_f_Mount_St_Marys.html"
"432","IC4A_ECAC_F","https://tf.tfrrs.org/teams/tf/NJ_college_f_Ramapo.html"
"433","IC4A_ECAC_F","https://tf.tfrrs.org/teams/tf/DE_college_f_Wilmington_DE.html"
"434","IC4A_ECAC_F","https://tf.tfrrs.org/teams/tf/NY_college_f_Marist.html"
"435","IC4A_ECAC_F","https://tf.tfrrs.org/teams/tf/CT_college_f_Fairfield.html"
"436","IC4A_ECAC_F","https://tf.tfrrs.org/teams/tf/NY_college_f_Le_Moyne.html"
"437","IC4A_ECAC_F","https://tf.tfrrs.org/teams/tf/NJ_college_f_Rutgers_Camden.html"
"438","IC4A_ECAC_M","https://tf.tfrrs.org/teams/tf/NJ_college_m_Princeton.html"
"439","IC4A_ECAC_M","https://tf.tfrrs.org/teams/tf/NY_college_m_Iona.html"
"440","IC4A_ECAC_M","https://tf.tfrrs.org/teams/tf/MA_college_m_Harvard.html"
"441","IC4A_ECAC_M","https://tf.tfrrs.org/teams/tf/MD_college_m_Navy.html"
"442","IC4A_ECAC_M","https://tf.tfrrs.org/teams/tf/MA_college_m_Stonehill.html"
"443","IC4A_ECAC_M","https://tf.tfrrs.org/teams/tf/NJ_college_m_Rider.html"
"444","IC4A_ECAC_M","https://tf.tfrrs.org/teams/tf/NY_college_m_Army_West_Point.html"
"445","IC4A_ECAC_M","https://tf.tfrrs.org/teams/tf/NY_college_m_Cornell.html"
"446","IC4A_ECAC_M","https://tf.tfrrs.org/teams/tf/MA_college_m_Boston_U.html"
"447","IC4A_ECAC_M","https://tf.tfrrs.org/teams/tf/RI_college_m_Brown.html"
"448","IC4A_ECAC_M","https://tf.tfrrs.org/teams/tf/NH_college_m_Dartmouth.html"
"449","IC4A_ECAC_M","https://tf.tfrrs.org/teams/tf/PA_college_m_Penn.html"
"450","IC4A_ECAC_M","https://tf.tfrrs.org/teams/tf/DE_college_m_Wilmington_DE.html"
"451","IC4A_ECAC_M","https://tf.tfrrs.org/teams/tf/MD_college_m_Mount_St_Marys.html"
"452","IC4A_ECAC_M","https://tf.tfrrs.org/teams/tf/CT_college_m_So_Conn_St.html"
"453","IC4A_ECAC_M","https://tf.tfrrs.org/teams/tf/MA_college_m_Merrimack.html"
"454","IC4A_ECAC_M","https://tf.tfrrs.org/teams/tf/NJ_college_m_TCNJ.html"
"455","IC4A_ECAC_M","https://tf.tfrrs.org/teams/tf/PA_college_m_Saint_Francis_PA.html"
"456","IC4A_ECAC_M","https://tf.tfrrs.org/teams/tf/NJ_college_m_St_Peters.html"
"457","IC4A_ECAC_M","https://tf.tfrrs.org/teams/tf/CT_college_m_Yale.html"
"458","IC4A_ECAC_M","https://tf.tfrrs.org/teams/tf/NJ_college_m_Ramapo.html"
"459","IC4A_ECAC_M","https://tf.tfrrs.org/teams/tf/CT_college_m_Central_Connecticut.html"
"460","IC4A_ECAC_M","https://tf.tfrrs.org/teams/tf/NY_college_m_Manhattan.html"
"461","IC4A_ECAC_M","https://tf.tfrrs.org/teams/tf/VA_college_m_Va_Military_Institute.html"
"462","IC4A_ECAC_M","https://tf.tfrrs.org/teams/tf/NY_college_m_Wagner.html"
"463","IC4A_ECAC_M","https://tf.tfrrs.org/teams/tf/MA_college_m_American_Intl.html"
"464","IC4A_ECAC_M","https://tf.tfrrs.org/teams/tf/NY_college_m_Columbia.html"
"465","IC4A_ECAC_M","https://tf.tfrrs.org/teams/tf/CT_college_m_Sacred_Heart.html"
"466","IC4A_ECAC_M","https://tf.tfrrs.org/teams/tf/PA_college_m_Bucknell.html"
"467","IC4A_ECAC_M","https://tf.tfrrs.org/teams/tf/NY_college_m_Long%20Island%20University.html"
"468","IC4A_ECAC_M","https://tf.tfrrs.org/teams/tf/DC_college_m_American.html"
"469","IC4A_ECAC_M","https://tf.tfrrs.org/teams/tf/PA_college_m_Lehigh.html"
"470","IC4A_ECAC_M","https://tf.tfrrs.org/teams/tf/MA_college_m_Holy_Cross.html"
"471","IC4A_ECAC_M","https://tf.tfrrs.org/teams/tf/PA_college_m_Temple.html"
"472","IC4A_ECAC_M","https://tf.tfrrs.org/teams/tf/MD_college_m_Johns_Hopkins.html"
"473","IC4A_ECAC_M","https://tf.tfrrs.org/teams/tf/NY_college_m_Canisius.html"
"474","IC4A_ECAC_M","https://tf.tfrrs.org/teams/tf/NY_college_m_Adelphi.html"
"475","IC4A_ECAC_M","https://tf.tfrrs.org/teams/tf/NJ_college_m_Fairleigh_Dickinson_University.html"
"476","IC4A_ECAC_M","https://tf.tfrrs.org/teams/tf/PA_college_m_Lincoln_PA.html"
"477","IC4A_ECAC_M","https://tf.tfrrs.org/teams/tf/NY_college_m_Siena.html"
"478","IC4A_ECAC_M","https://tf.tfrrs.org/teams/tf/NY_college_m_Le_Moyne.html"
"479","IC4A_ECAC_M","https://tf.tfrrs.org/teams/tf/NY_college_m_Colgate.html"
"480","IC4A_ECAC_M","https://tf.tfrrs.org/teams/tf/PA_college_m_Lafayette.html"
"481","IC4A_ECAC_M","https://tf.tfrrs.org/teams/tf/NJ_college_m_Rutgers_Camden.html"
"482","IC4A_ECAC_M","https://tf.tfrrs.org/teams/tf/NY_college_m_Marist.html"
"483","IC4A_ECAC_M","https://tf.tfrrs.org/teams/tf/NJ_college_m_New_Jersey_City.html"
"484","IC4A_ECAC_M","https://tf.tfrrs.org/teams/tf/VA_college_m_Emory_Henry.html"
"485","Metro_Atlantic_MAAC_F","https://tf.tfrrs.org/teams/tf/NY_college_f_Niagara.html"
"486","Metro_Atlantic_MAAC_M","https://tf.tfrrs.org/teams/tf/CT_college_m_Quinnipiac.html"
"487","Metro_Atlantic_MAAC_M","https://tf.tfrrs.org/teams/tf/CT_college_m_Fairfield.html"
"488","Mid_American_MAC_F","https://tf.tfrrs.org/teams/tf/IN_college_f_Ball_State.html"
"489","Mid_American_MAC_F","https://tf.tfrrs.org/teams/tf/OH_college_f_Akron.html"
"490","Mid_American_MAC_F","https://tf.tfrrs.org/teams/tf/OH_college_f_Kent_State.html"
"491","Mid_American_MAC_F","https://tf.tfrrs.org/teams/tf/MI_college_f_Eastern_Michigan.html"
"492","Mid_American_MAC_F","https://tf.tfrrs.org/teams/tf/MI_college_f_Central_Michigan.html"
"493","Mid_American_MAC_F","https://tf.tfrrs.org/teams/tf/OH_college_f_Ohio_U.html"
"494","Mid_American_MAC_F","https://tf.tfrrs.org/teams/tf/MI_college_f_Western_Michigan.html"
"495","Mid_American_MAC_F","https://tf.tfrrs.org/teams/tf/IL_college_f_Northern_Illinois.html"
"496","Mid_American_MAC_F","https://tf.tfrrs.org/teams/tf/OH_college_f_Bowling_Green.html"
"497","Mid_American_MAC_F","https://tf.tfrrs.org/teams/tf/OH_college_f_Miami_OH.html"
"498","Mid_American_MAC_F","https://tf.tfrrs.org/teams/tf/OH_college_f_Toledo.html"
"499","Mid_American_MAC_F","https://tf.tfrrs.org/teams/tf/NY_college_f_Buffalo.html"
"500","Mid_American_MAC_M","https://tf.tfrrs.org/teams/tf/OH_college_m_Kent_State.html"
"501","Mid_American_MAC_M","https://tf.tfrrs.org/teams/tf/OH_college_m_Akron.html"
"502","Mid_American_MAC_M","https://tf.tfrrs.org/teams/tf/OH_college_m_Miami_OH.html"
"503","Mid_American_MAC_M","https://tf.tfrrs.org/teams/tf/NY_college_m_Buffalo.html"
"504","Mid_American_MAC_M","https://tf.tfrrs.org/teams/tf/MI_college_m_Eastern_Michigan.html"
"505","Mid_American_MAC_M","https://tf.tfrrs.org/teams/tf/MI_college_m_Central_Michigan.html"
"506","Missouri_Valley_MVC_F","https://tf.tfrrs.org/teams/tf/KY_college_f_Murray_State.html"
"507","Missouri_Valley_MVC_F","https://tf.tfrrs.org/teams/tf/IL_college_f_Illinois_State.html"
"508","Missouri_Valley_MVC_F","https://tf.tfrrs.org/teams/tf/IN_college_f_Indiana_State.html"
"509","Missouri_Valley_MVC_F","https://tf.tfrrs.org/teams/tf/IL_college_f_Southern_Illinois.html"
"510","Missouri_Valley_MVC_F","https://tf.tfrrs.org/teams/tf/IA_college_f_Northern_Iowa.html"
"511","Missouri_Valley_MVC_F","https://tf.tfrrs.org/teams/tf/MO_college_f_Missouri_State.html"
"512","Missouri_Valley_MVC_F","https://tf.tfrrs.org/teams/tf/IA_college_f_Drake.html"
"513","Missouri_Valley_MVC_F","https://tf.tfrrs.org/teams/tf/IL_college_f_Illinois_Chicago.html"
"514","Missouri_Valley_MVC_F","https://tf.tfrrs.org/teams/tf/TN_college_f_Belmont.html"
"515","Missouri_Valley_MVC_F","https://tf.tfrrs.org/teams/tf/IL_college_f_Bradley.html"
"516","Missouri_Valley_MVC_F","https://tf.tfrrs.org/teams/tf/IN_college_f_Evansville.html"
"517","Missouri_Valley_MVC_F","https://tf.tfrrs.org/teams/tf/IN_college_f_Valparaiso.html"
"518","Missouri_Valley_MVC_M","https://tf.tfrrs.org/teams/tf/IL_college_m_Southern_Illinois.html"
"519","Missouri_Valley_MVC_M","https://tf.tfrrs.org/teams/tf/IN_college_m_Indiana_State.html"
"520","Missouri_Valley_MVC_M","https://tf.tfrrs.org/teams/tf/TN_college_m_Belmont.html"
"521","Missouri_Valley_MVC_M","https://tf.tfrrs.org/teams/tf/IL_college_m_Bradley.html"
"522","Missouri_Valley_MVC_M","https://tf.tfrrs.org/teams/tf/IA_college_m_Northern_Iowa.html"
"523","Missouri_Valley_MVC_M","https://tf.tfrrs.org/teams/tf/IL_college_m_Illinois_State.html"
"524","Missouri_Valley_MVC_M","https://tf.tfrrs.org/teams/tf/IA_college_m_Drake.html"
"525","Missouri_Valley_MVC_M","https://tf.tfrrs.org/teams/tf/IL_college_m_Illinois_Chicago.html"
"526","Missouri_Valley_MVC_M","https://tf.tfrrs.org/teams/tf/IN_college_m_Evansville.html"
"527","Missouri_Valley_MVC_M","https://tf.tfrrs.org/teams/tf/IN_college_m_Valparaiso.html"
"528","Missouri_Valley_MVC_M","https://tf.tfrrs.org/teams/tf/KY_college_m_Murray_State.html"
"529","Mountain_West_F","https://tf.tfrrs.org/teams/tf/CA_college_f_San_Diego_State.html"
"530","Mountain_West_F","https://tf.tfrrs.org/teams/tf/NV_college_f_UNLV.html"
"531","Mountain_West_F","https://tf.tfrrs.org/teams/tf/NV_college_f_Nevada.html"
"532","Mountain_West_F","https://tf.tfrrs.org/teams/tf/NM_college_f_New_Mexico.html"
"533","Mountain_West_F","https://tf.tfrrs.org/teams/tf/CA_college_f_San_Jose_State.html"
"534","Mountain_West_F","https://tf.tfrrs.org/teams/tf/CO_college_f_Colorado_State.html"
"535","Mountain_West_F","https://tf.tfrrs.org/teams/tf/ID_college_f_Boise_State.html"
"536","Mountain_West_F","https://tf.tfrrs.org/teams/tf/UT_college_f_Utah_State.html"
"537","Mountain_West_F","https://tf.tfrrs.org/teams/tf/CA_college_f_Fresno_State.html"
"538","Mountain_West_F","https://tf.tfrrs.org/teams/tf/CO_college_f_Air_Force.html"
"539","Mountain_West_F","https://tf.tfrrs.org/teams/tf/WY_college_f_Wyoming.html"
"540","Mountain_West_M","https://tf.tfrrs.org/teams/tf/CA_college_m_San_Jose_State.html"
"541","Mountain_West_M","https://tf.tfrrs.org/teams/tf/CO_college_m_Air_Force.html"
"542","Mountain_West_M","https://tf.tfrrs.org/teams/tf/NM_college_m_New_Mexico.html"
"543","Mountain_West_M","https://tf.tfrrs.org/teams/tf/CO_college_m_Colorado_State.html"
"544","Mountain_West_M","https://tf.tfrrs.org/teams/tf/CA_college_m_Fresno_State.html"
"545","Mountain_West_M","https://tf.tfrrs.org/teams/tf/WY_college_m_Wyoming.html"
"546","Mountain_West_M","https://tf.tfrrs.org/teams/tf/UT_college_m_Utah_State.html"
"547","Mountain_West_M","https://tf.tfrrs.org/teams/tf/ID_college_m_Boise_State.html"
"548","NEICAAA_F","https://tf.tfrrs.org/teams/tf/ME_college_f_Bowdoin.html"
"549","NEICAAA_F","https://tf.tfrrs.org/teams/tf/MA_college_f_Williams.html"
"550","NEICAAA_F","https://tf.tfrrs.org/teams/tf/CT_college_f_New_Haven.html"
"551","NEICAAA_F","https://tf.tfrrs.org/teams/tf/ME_college_f_Colby.html"
"552","NEICAAA_F","https://tf.tfrrs.org/teams/tf/MA_college_f_Bridgewater_St.html"
"553","NEICAAA_F","https://tf.tfrrs.org/teams/tf/VT_college_f_Middlebury.html"
"554","NEICAAA_F","https://tf.tfrrs.org/teams/tf/MA_college_f_MIT.html"
"555","NEICAAA_F","https://tf.tfrrs.org/teams/tf/CT_college_f_Hartford.html"
"556","NEICAAA_F","https://tf.tfrrs.org/teams/tf/MA_college_f_Wheaton_MA.html"
"557","NEICAAA_F","https://tf.tfrrs.org/teams/tf/MA_college_f_WPI.html"
"558","NEICAAA_F","https://tf.tfrrs.org/teams/tf/MA_college_f_UMass_Boston.html"
"559","NEICAAA_F","https://tf.tfrrs.org/teams/tf/MA_college_f_Amherst.html"
"560","NEICAAA_F","https://tf.tfrrs.org/teams/tf/MA_college_f_Gordon.html"
"561","NEICAAA_F","https://tf.tfrrs.org/teams/tf/MA_college_f_American_Intl.html"
"562","NEICAAA_F","https://tf.tfrrs.org/teams/tf/NH_college_f_St_Anselm.html"
"563","NEICAAA_F","https://tf.tfrrs.org/teams/tf/NH_college_f_Southern_New_Hampshire.html"
"564","NEICAAA_F","https://tf.tfrrs.org/teams/tf/RI_college_f_RIC.html"
"565","NEICAAA_F","https://tf.tfrrs.org/teams/tf/CT_college_f_Trinity_CT.html"
"566","NEICAAA_F","https://tf.tfrrs.org/teams/tf/ME_college_f_Southern_Maine.html"
"567","NEICAAA_F","https://tf.tfrrs.org/teams/tf/CT_college_f_Coast_Guard.html"
"568","NEICAAA_F","https://tf.tfrrs.org/teams/tf/MA_college_f_Tufts.html"
"569","NEICAAA_F","https://tf.tfrrs.org/teams/tf/MA_college_f_Suffolk.html"
"570","NEICAAA_F","https://tf.tfrrs.org/teams/tf/MA_college_f_Bentley.html"
"571","NEICAAA_F","https://tf.tfrrs.org/teams/tf/MA_college_f_Westfield_State.html"
"572","NEICAAA_F","https://tf.tfrrs.org/teams/tf/ME_college_f_Bates.html"
"573","NEICAAA_F","https://tf.tfrrs.org/teams/tf/CT_college_f_Wesleyan.html"
"574","NEICAAA_F","https://tf.tfrrs.org/teams/tf/MA_college_f_Springfield.html"
"575","NEICAAA_F","https://tf.tfrrs.org/teams/tf/NH_college_f_Colby_Sawyer.html"
"576","NEICAAA_F","https://tf.tfrrs.org/teams/tf/MA_college_f_Assumption.html"
"577","NEICAAA_F","https://tf.tfrrs.org/teams/tf/MA_college_f_Brandeis.html"
"578","NEICAAA_F","https://tf.tfrrs.org/teams/tf/CT_college_f_Conn_College.html"
"579","NEICAAA_F","https://tf.tfrrs.org/teams/tf/MA_college_f_Smith.html"
"580","NEICAAA_F","https://tf.tfrrs.org/teams/tf/MA_college_f_Wellesley.html"
